2024-08-29 19:03:04,444 INFO    StreamThr :2381 [internal.py:wandb_internal():86] W&B internal server running at pid: 2381, started at: 2024-08-29 19:03:04.443163
2024-08-29 19:03:04,445 DEBUG   HandlerThread:2381 [handler.py:handle_request():146] handle_request: status
2024-08-29 19:03:04,448 INFO    WriterThread:2381 [datastore.py:open_for_write():85] open: /Users/gerardolara/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240829_190304-2kk8hf52/run-2kk8hf52.wandb
2024-08-29 19:03:04,448 DEBUG   SenderThread:2381 [sender.py:send():380] send: header
2024-08-29 19:03:04,480 DEBUG   SenderThread:2381 [sender.py:send():380] send: run
2024-08-29 19:03:04,625 INFO    SenderThread:2381 [dir_watcher.py:__init__():211] watching files in: /Users/gerardolara/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240829_190304-2kk8hf52/files
2024-08-29 19:03:04,625 INFO    SenderThread:2381 [sender.py:_start_run_threads():1124] run started: 2kk8hf52 with start time 1724976184.443822
2024-08-29 19:03:04,633 DEBUG   HandlerThread:2381 [handler.py:handle_request():146] handle_request: check_version
2024-08-29 19:03:04,633 DEBUG   SenderThread:2381 [sender.py:send_request():407] send_request: check_version
2024-08-29 19:03:04,850 DEBUG   HandlerThread:2381 [handler.py:handle_request():146] handle_request: run_start
2024-08-29 19:03:04,862 DEBUG   HandlerThread:2381 [system_info.py:__init__():32] System info init
2024-08-29 19:03:04,862 DEBUG   HandlerThread:2381 [system_info.py:__init__():47] System info init done
2024-08-29 19:03:04,862 INFO    HandlerThread:2381 [system_monitor.py:start():194] Starting system monitor
2024-08-29 19:03:04,862 INFO    SystemMonitor:2381 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-29 19:03:04,862 INFO    HandlerThread:2381 [system_monitor.py:probe():214] Collecting system info
2024-08-29 19:03:04,865 DEBUG   HandlerThread:2381 [system_info.py:probe():196] Probing system
2024-08-29 19:03:04,865 INFO    SystemMonitor:2381 [interfaces.py:start():190] Started cpu monitoring
2024-08-29 19:03:04,865 INFO    SystemMonitor:2381 [interfaces.py:start():190] Started disk monitoring
2024-08-29 19:03:04,867 INFO    SystemMonitor:2381 [interfaces.py:start():190] Started gpuapple monitoring
2024-08-29 19:03:04,870 INFO    SystemMonitor:2381 [interfaces.py:start():190] Started memory monitoring
2024-08-29 19:03:04,872 INFO    SystemMonitor:2381 [interfaces.py:start():190] Started network monitoring
2024-08-29 19:03:04,878 DEBUG   HandlerThread:2381 [system_info.py:_probe_git():181] Probing git
2024-08-29 19:03:04,901 DEBUG   HandlerThread:2381 [system_info.py:_probe_git():189] Probing git done
2024-08-29 19:03:04,901 DEBUG   HandlerThread:2381 [system_info.py:probe():244] Probing system done
2024-08-29 19:03:04,901 DEBUG   HandlerThread:2381 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.10.14', 'heartbeatAt': '2024-08-30T00:03:04.865476', 'startedAt': '2024-08-30T00:03:04.434580', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/Users/gerardolara/Project-Build-an-ML-Pipeline-Starter/multirun/2024-08-29/19-02-46/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/Users/gerardolara/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePathLocal': 'run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/GeraLara/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '0936351046db1e8e7587aa16f516b26a9374b3da'}, 'email': 'gerrythepigeon14@gmail.com', 'root': '/Users/gerardolara/Project-Build-an-ML-Pipeline-Starter', 'host': 'Gerardos-MacBook-Pro.local', 'username': 'gerardolara', 'executable': '/Users/gerardolara/anaconda3/envs/mlflow-211c8fb974d6215abb361efdc7b6c4bd9a3e8dfd/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 12.422462463378906}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-08-29 19:03:04,901 INFO    HandlerThread:2381 [system_monitor.py:probe():224] Finished collecting system info
2024-08-29 19:03:04,901 INFO    HandlerThread:2381 [system_monitor.py:probe():227] Publishing system info
2024-08-29 19:03:04,901 DEBUG   HandlerThread:2381 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-08-29 19:03:04,902 DEBUG   HandlerThread:2381 [system_info.py:_save_pip():68] Saving pip packages done
2024-08-29 19:03:04,902 DEBUG   HandlerThread:2381 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-08-29 19:03:05,632 INFO    Thread-12 :2381 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/gerardolara/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240829_190304-2kk8hf52/files/conda-environment.yaml
2024-08-29 19:03:05,632 INFO    Thread-12 :2381 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/gerardolara/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240829_190304-2kk8hf52/files/requirements.txt
2024-08-29 19:03:05,717 DEBUG   HandlerThread:2381 [system_info.py:_save_conda():87] Saving conda packages done
2024-08-29 19:03:05,717 INFO    HandlerThread:2381 [system_monitor.py:probe():229] Finished publishing system info
2024-08-29 19:03:05,720 DEBUG   SenderThread:2381 [sender.py:send():380] send: files
2024-08-29 19:03:05,720 INFO    SenderThread:2381 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2024-08-29 19:03:05,723 DEBUG   HandlerThread:2381 [handler.py:handle_request():146] handle_request: stop_status
2024-08-29 19:03:05,724 DEBUG   SenderThread:2381 [sender.py:send_request():407] send_request: stop_status
2024-08-29 19:03:05,724 DEBUG   HandlerThread:2381 [handler.py:handle_request():146] handle_request: internal_messages
2024-08-29 19:03:05,869 DEBUG   SenderThread:2381 [sender.py:send():380] send: telemetry
2024-08-29 19:03:05,869 DEBUG   SenderThread:2381 [sender.py:send():380] send: config
2024-08-29 19:03:05,869 DEBUG   SenderThread:2381 [sender.py:send():380] send: config
2024-08-29 19:03:05,954 DEBUG   SenderThread:2381 [sender.py:send():380] send: use_artifact
2024-08-29 19:03:06,004 INFO    wandb-upload_0:2381 [upload_job.py:push():131] Uploaded file /var/folders/x9/w5rbj03n6pnbwxg486_v7k900000gn/T/tmpi9yup74mwandb/fixkqw7c-wandb-metadata.json
2024-08-29 19:03:06,347 DEBUG   SenderThread:2381 [sender.py:send():380] send: exit
2024-08-29 19:03:06,347 INFO    SenderThread:2381 [sender.py:send_exit():585] handling exit code: 1
2024-08-29 19:03:06,347 INFO    SenderThread:2381 [sender.py:send_exit():587] handling runtime: 1
2024-08-29 19:03:06,347 INFO    SenderThread:2381 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-08-29 19:03:06,347 INFO    SenderThread:2381 [sender.py:send_exit():593] send defer
2024-08-29 19:03:06,347 DEBUG   HandlerThread:2381 [handler.py:handle_request():146] handle_request: defer
2024-08-29 19:03:06,348 INFO    HandlerThread:2381 [handler.py:handle_request_defer():172] handle defer: 0
2024-08-29 19:03:06,348 DEBUG   SenderThread:2381 [sender.py:send_request():407] send_request: defer
2024-08-29 19:03:06,348 INFO    SenderThread:2381 [sender.py:send_request_defer():609] handle sender defer: 0
2024-08-29 19:03:06,348 INFO    SenderThread:2381 [sender.py:transition_state():613] send defer: 1
2024-08-29 19:03:06,348 DEBUG   HandlerThread:2381 [handler.py:handle_request():146] handle_request: defer
2024-08-29 19:03:06,348 INFO    HandlerThread:2381 [handler.py:handle_request_defer():172] handle defer: 1
2024-08-29 19:03:06,348 DEBUG   SenderThread:2381 [sender.py:send_request():407] send_request: defer
